Date_YYYYMMDD,LOCAL_ID,SNODAS_SWE_Mean_m,SNODAS_SWE_Min_m,SNODAS_SWE_Max_m,SNODAS_SWE_StdDev_m,SNODAS_Pixels_Count,SNODAS_SnowCover_percent,SNODAS_SWE_Mean_in,SNODAS_SWE_Min_in,SNODAS_SWE_Max_in,SNODAS_SWE_StdDev_in
20100505,CDMC2,0.0,0.0,0.0,0.0,1314.0,0.0,0.0,0.0,0.0,0.0
20100505,ARCC2,0.0,0.0,0.0,0.0,2349.0,0.0,0.0,0.0,0.0,0.0
20100505,LXHC2,0.0,0.0,0.0,0.0,3284.0,0.0,0.0,0.0,0.0,0.0
20100505,FWRC2U,0.003,0.0,0.387,0.0249,2082.0,1.4,0.118,0.0,15.236,0.9803
20100505,BONC2U,0.004,0.0,0.417,0.0308,6084.0,2.9,0.157,0.0,16.417,1.2126
20100505,LAMC2U,0.0,0.0,0.0,0.0,1617.0,0.0,0.0,0.0,0.0,0.0
20100505,LARC2U,0.0,0.0,0.0,0.0,924.0,0.0,0.0,0.0,0.0,0.0
20100505,NPTC2U,0.0,0.0,0.0,0.0,1227.0,0.0,0.0,0.0,0.0,0.0
20100505,FSEC2U,0.0,0.0,0.0,0.0,296.0,0.0,0.0,0.0,0.0,0.0
20100505,CSNC2U,0.212,0.0,0.336,0.0948,71.0,90.1,8.346,0.0,13.228,3.7323
20100505,THTC2U,0.0,0.0,0.0,0.0,1294.0,0.0,0.0,0.0,0.0,0.0
20100505,SCVC2U,0.026,0.0,0.489,0.0754,933.0,14.1,1.024,0.0,19.252,2.9685
20100505,PNNC2U,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0
20100505,FHAC2U,0.001,0.0,0.063,0.0053,334.0,1.5,0.039,0.0,2.48,0.2087
20100505,PBAC2U,0.042,0.0,0.395,0.089,829.0,24.1,1.654,0.0,15.551,3.5039
20100505,CBVC2,0.087,0.0,0.289,0.0975,137.0,50.4,3.425,0.0,11.378,3.8386
20100505,ABVC2,0.057,0.0,0.337,0.0847,621.0,38.6,2.244,0.0,13.268,3.3346
20100505,CLVC2L,0.043,0.0,0.356,0.0809,178.0,34.3,1.693,0.0,14.016,3.185
20100505,GCWC2,0.056,0.0,0.636,0.1336,1470.0,17.8,2.205,0.0,25.039,5.2598
20100505,BCHC2,0.005,0.0,0.32,0.0286,886.0,4.1,0.197,0.0,12.598,1.126
20100505,PGWC2L,0.034,0.0,0.481,0.0895,1283.0,16.1,1.339,0.0,18.937,3.5236
20100505,PGWC2U,0.353,0.186,0.487,0.0701,136.0,100.0,13.898,7.323,19.173,2.7598
20100505,CLRC2,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
20100505,CHKC2,0.154,0.0,0.44,0.1158,370.0,79.2,6.063,0.0,17.323,4.5591
20100505,AERK1N,0.0,0.0,0.0,0.0,6947.0,0.0,0.0,0.0,0.0,0.0
20100505,NMIC2,0.0,0.0,0.0,0.0,4206.0,0.0,0.0,0.0,0.0,0.0
20100505,THTC2L,0.0,0.0,0.0,0.0,3861.0,0.0,0.0,0.0,0.0,0.0
20100505,DWSC2,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0
20100505,HMCC2,0.248,0.14,0.366,0.0582,113.0,100.0,9.764,5.512,14.409,2.2913
20100505,TDDC2,0.0,0.0,0.0,0.0,702.0,0.0,0.0,0.0,0.0,0.0
20100505,PTRC2,0.0,0.0,0.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0
