Date_YYYYMMDD,LOCAL_ID,SNODAS_SWE_Mean_m,SNODAS_SWE_Min_m,SNODAS_SWE_Max_m,SNODAS_SWE_StdDev_m,SNODAS_Pixels_Count,SNODAS_SnowCover_percent,SNODAS_SWE_Mean_in,SNODAS_SWE_Min_in,SNODAS_SWE_Max_in,SNODAS_SWE_StdDev_in
20170125,CDMC2,0.004,0.002,0.009,0.0015,1314.0,100.0,0.157,0.079,0.354,0.0591
20170125,ARCC2,0.002,0.0,0.005,0.0012,2369.0,96.4,0.079,0.0,0.197,0.0472
20170125,LXHC2,0.005,0.001,0.008,0.0015,3284.0,100.0,0.197,0.039,0.315,0.0591
20170125,FWRC2U,0.01,0.002,0.219,0.0138,2082.0,100.0,0.394,0.079,8.622,0.5433
20170125,BONC2U,0.011,0.001,0.248,0.0213,6084.0,100.0,0.433,0.039,9.764,0.8386
20170125,LAMC2U,0.0,0.0,0.0,0.0,1617.0,0.0,0.0,0.0,0.0,0.0
20170125,LARC2U,0.0,0.0,0.0,0.0,924.0,0.0,0.0,0.0,0.0,0.0
20170125,NPTC2U,0.0,0.0,0.001,0.0,1227.0,0.1,0.0,0.0,0.039,0.0
20170125,FSEC2U,0.002,0.0,0.017,0.0024,296.0,73.6,0.079,0.0,0.669,0.0945
20170125,CSNC2U,0.073,0.02,0.126,0.0253,71.0,100.0,2.874,0.787,4.961,0.9961
20170125,THTC2U,0.009,0.004,0.018,0.0025,1295.0,100.0,0.354,0.157,0.709,0.0984
20170125,SCVC2U,0.014,0.005,0.074,0.0091,933.0,100.0,0.551,0.197,2.913,0.3583
20170125,PNNC2U,0.008,0.006,0.02,0.0031,85.0,100.0,0.315,0.236,0.787,0.122
20170125,FHAC2U,0.005,0.0,0.023,0.006,334.0,82.9,0.197,0.0,0.906,0.2362
20170125,PBAC2U,0.028,0.005,0.119,0.027,829.0,100.0,1.102,0.197,4.685,1.063
20170125,CBVC2,0.108,0.039,0.193,0.0514,137.0,100.0,4.252,1.535,7.598,2.0236
20170125,ABVC2,0.078,0.002,0.223,0.0539,622.0,100.0,3.071,0.079,8.78,2.122
20170125,CLVC2L,0.086,0.005,0.229,0.0714,178.0,100.0,3.386,0.197,9.016,2.811
20170125,GCWC2,0.047,0.001,0.297,0.0738,1470.0,100.0,1.85,0.039,11.693,2.9055
20170125,BCHC2,0.012,0.0,0.076,0.0123,886.0,99.2,0.472,0.0,2.992,0.4843
20170125,PGWC2L,0.049,0.003,0.314,0.0717,1283.0,100.0,1.929,0.118,12.362,2.8228
20170125,PGWC2U,0.223,0.05,0.351,0.0872,136.0,100.0,8.78,1.969,13.819,3.4331
20170125,CLRC2,0.1,0.076,0.162,0.0306,6.0,100.0,3.937,2.992,6.378,1.2047
20170125,CHKC2,0.169,0.03,0.339,0.0859,370.0,100.0,6.654,1.181,13.346,3.3819
20170125,AERK1N,0.0,0.0,0.0,0.0,6947.0,0.0,0.0,0.0,0.0,0.0
20170125,NMIC2,0.006,0.004,0.008,0.0009,4206.0,100.0,0.236,0.157,0.315,0.0354
20170125,THTC2L,0.009,0.005,0.016,0.0024,3861.0,100.0,0.354,0.197,0.63,0.0945
20170125,DWSC2,0.003,0.0,0.008,0.0023,62.0,95.2,0.118,0.0,0.315,0.0906
20170125,HMCC2,0.233,0.046,0.362,0.095,113.0,100.0,9.173,1.811,14.252,3.7402
20170125,TDDC2,0.004,0.001,0.008,0.0019,702.0,100.0,0.157,0.039,0.315,0.0748
20170125,PTRC2,0.007,0.003,0.016,0.0015,380.0,100.0,0.276,0.118,0.63,0.0591
20170125,FNEC2,0.005,0.0,0.082,0.0081,1236.0,95.9,0.197,0.0,3.228,0.3189
20170125,PDLC2,0.019,0.0,0.259,0.0397,3579.0,84.4,0.748,0.0,10.197,1.563
20170125,CCAC2,0.18,0.042,0.331,0.0837,303.0,100.0,7.087,1.654,13.031,3.2953
20170125,CBAC2,0.163,0.03,0.282,0.057,317.0,100.0,6.417,1.181,11.102,2.2441
20170125,HMZC2L,0.089,0.031,0.2,0.0382,208.0,100.0,3.504,1.22,7.874,1.5039
20170125,FCAC2,0.011,0.002,0.095,0.0119,1900.0,100.0,0.433,0.079,3.74,0.4685
20170125,PRTC2,0.006,0.001,0.04,0.0044,1906.0,100.0,0.236,0.039,1.575,0.1732
20170125,PNNC2L,0.003,0.0,0.007,0.0015,699.0,99.9,0.118,0.0,0.276,0.0591
20170125,PBAC2L,0.008,0.0,0.016,0.0026,2071.0,99.7,0.315,0.0,0.63,0.1024
20170125,PDAC2,0.005,0.005,0.007,0.0007,11.0,100.0,0.197,0.197,0.276,0.0276
20170125,FCHC2,0.003,0.003,0.005,0.0005,354.0,100.0,0.118,0.118,0.197,0.0197
20170125,HMZC2U,0.176,0.048,0.253,0.0529,136.0,100.0,6.929,1.89,9.961,2.0827
20170125,SALC2,0.031,0.002,0.193,0.0413,529.0,100.0,1.22,0.079,7.598,1.626
