Date_YYYYMMDD,LOCAL_ID,SWE_Mean_meters,SWE_Minimum_meters,SWE_Maximum_meters,SWE_StdDev_meters,Count_pixels,SnowCover_percent,SWE_Mean_inches,SWE_Min_inches,SWE_Max_inches,SWE_StdDev_inches

20160606,CDMC2,0.0,0.0,0.0,0.0,1314.0,0.0,0.0,0.0,0.0,0.0
20160606,ARCC2,0.0,0.0,0.0,0.0,2369.0,0.0,0.0,0.0,0.0,0.0
20160606,LXHC2,0.0,0.0,0.0,0.0,3284.0,0.0,0.0,0.0,0.0,0.0
20160606,FWRC2U,0.0,0.0,0.123,0.0038,2082.0,0.2,0.0,0.0,4.843,0.1496
20160606,BONC2U,0.0,0.0,0.344,0.0062,6084.0,0.2,0.0,0.0,13.543,0.2441
20160606,LAMC2U,0.0,0.0,0.0,0.0,1617.0,0.0,0.0,0.0,0.0,0.0
20160606,LARC2U,0.0,0.0,0.0,0.0,924.0,0.0,0.0,0.0,0.0,0.0
20160606,NPTC2U,0.0,0.0,0.0,0.0,1227.0,0.0,0.0,0.0,0.0,0.0
20160606,FSEC2U,0.0,0.0,0.0,0.0,296.0,0.0,0.0,0.0,0.0,0.0
20160606,CSNC2U,0.064,0.0,0.335,0.0943,71.0,43.7,2.52,0.0,13.189,3.7126
20160606,THTC2U,0.0,0.0,0.0,0.0,1295.0,0.0,0.0,0.0,0.0,0.0
20160606,SCVC2U,0.001,0.0,0.191,0.0113,933.0,1.2,0.039,0.0,7.52,0.4449
20160606,PNNC2U,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0
20160606,FHAC2U,0.0,0.0,0.0,0.0,334.0,0.0,0.0,0.0,0.0,0.0
20160606,PBAC2U,0.015,0.0,0.388,0.0592,829.0,8.1,0.591,0.0,15.276,2.3307
20160606,CBVC2,0.023,0.0,0.368,0.061,137.0,18.2,0.906,0.0,14.488,2.4016
20160606,ABVC2,0.028,0.0,0.346,0.0663,622.0,20.6,1.102,0.0,13.622,2.6102
20160606,CLVC2L,0.001,0.0,0.068,0.0072,178.0,1.1,0.039,0.0,2.677,0.2835
20160606,GCWC2,0.048,0.0,0.943,0.1483,1470.0,11.4,1.89,0.0,37.126,5.8386
20160606,BCHC2,0.0,0.0,0.0,0.0,886.0,0.0,0.0,0.0,0.0,0.0
20160606,PGWC2L,0.001,0.0,0.442,0.0171,1283.0,0.7,0.039,0.0,17.402,0.6732
20160606,PGWC2U,0.061,0.0,0.451,0.1065,136.0,40.4,2.402,0.0,17.756,4.1929
20160606,CLRC2,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
20160606,CHKC2,0.093,0.0,0.485,0.1208,370.0,54.6,3.661,0.0,19.094,4.7559
20160606,AERK1N,0.0,0.0,0.0,0.0,6947.0,0.0,0.0,0.0,0.0,0.0
20160606,NMIC2,0.0,0.0,0.0,0.0,4206.0,0.0,0.0,0.0,0.0,0.0
20160606,THTC2L,0.0,0.0,0.0,0.0,3861.0,0.0,0.0,0.0,0.0,0.0
20160606,DWSC2,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0
20160606,HMCC2,0.117,0.0,0.402,0.1154,113.0,70.8,4.606,0.0,15.827,4.5433
20160606,TDDC2,0.0,0.0,0.0,0.0,702.0,0.0,0.0,0.0,0.0,0.0
20160606,PTRC2,0.0,0.0,0.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0
20160606,FNEC2,0.0,0.0,0.011,0.0003,1236.0,0.1,0.0,0.0,0.433,0.0118
20160606,PDLC2,0.012,0.0,0.679,0.0718,3579.0,3.9,0.472,0.0,26.732,2.8268
20160606,CCAC2,0.079,0.0,0.403,0.0969,303.0,58.1,3.11,0.0,15.866,3.815
20160606,CBAC2,0.103,0.0,0.389,0.1089,317.0,61.5,4.055,0.0,15.315,4.2874
20160606,HMZC2L,0.0,0.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0
20160606,FCAC2,0.0,0.0,0.192,0.0071,1900.0,0.2,0.0,0.0,7.559,0.2795
20160606,PRTC2,0.0,0.0,0.045,0.001,1906.0,0.1,0.0,0.0,1.772,0.0394
20160606,PNNC2L,0.0,0.0,0.0,0.0,699.0,0.0,0.0,0.0,0.0,0.0
20160606,PBAC2L,0.0,0.0,0.0,0.0,2071.0,0.0,0.0,0.0,0.0,0.0
20160606,PDAC2,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
20160606,FCHC2,0.0,0.0,0.0,0.0,354.0,0.0,0.0,0.0,0.0,0.0
20160606,HMZC2U,0.057,0.0,0.445,0.1078,136.0,29.4,2.244,0.0,17.52,4.2441
20160606,SALC2,0.004,0.0,0.273,0.0259,529.0,2.8,0.157,0.0,10.748,1.0197
20160606,ARNC2,0.005,0.0,0.318,0.0275,968.0,5.1,0.197,0.0,12.52,1.0827
20160606,WSVC2,0.028,0.0,0.48,0.0716,1150.0,20.3,1.102,0.0,18.898,2.8189
20160606,CSNC2L,0.0,0.0,0.0,0.0,428.0,0.0,0.0,0.0,0.0,0.0
20160606,KENO2,0.0,0.0,0.0,0.0,4877.0,0.0,0.0,0.0,0.0,0.0
20160606,FWRC2L,0.0,0.0,0.0,0.0,2551.0,0.0,0.0,0.0,0.0,0.0
20160606,TBTC2,0.0,0.0,0.0,0.0,2041.0,0.0,0.0,0.0,0.0,0.0
20160606,PGMC2,0.0,0.0,0.0,0.0,807.0,0.0,0.0,0.0,0.0,0.0
20160606,CNCC2,0.0,0.0,0.0,0.0,1097.0,0.0,0.0,0.0,0.0,0.0
20160606,FHAC2L,0.0,0.0,0.0,0.0,432.0,0.0,0.0,0.0,0.0,0.0
20160606,LARC2L,0.0,0.0,0.0,0.0,9166.0,0.0,0.0,0.0,0.0,0.0
20160606,LAPC2,0.0,0.0,0.0,0.0,2511.0,0.0,0.0,0.0,0.0,0.0
20160606,SCVC2L,0.0,0.0,0.0,0.0,1274.0,0.0,0.0,0.0,0.0,0.0
20160606,CLVC2U,0.144,0.0,0.442,0.1556,64.0,54.7,5.669,0.0,17.402,6.126
20160606,NPTC2L,0.0,0.0,0.0,0.0,4176.0,0.0,0.0,0.0,0.0,0.0
20160606,ADLC2,0.0,0.0,0.0,0.0,879.0,0.0,0.0,0.0,0.0,0.0
20160606,BONC2L,0.0,0.0,0.0,0.0,1616.0,0.0,0.0,0.0,0.0,0.0
20160606,LAMC2L,0.0,0.0,0.0,0.0,12808.0,0.0,0.0,0.0,0.0,0.0
20160606,EHTK1,0.0,0.0,0.0,0.0,7589.0,0.0,0.0,0.0,0.0,0.0
20160606,COOK1,0.0,0.0,0.0,0.0,6316.0,0.0,0.0,0.0,0.0,0.0
20160606,FSEC2L,0.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0
20160606,DRFK1,0.0,0.0,0.0,0.0,10838.0,0.0,0.0,0.0,0.0,0.0
20160606,JMCC2,0.0,0.0,0.0,0.0,3188.0,0.0,0.0,0.0,0.0,0.0
20160606,LMAC2,0.0,0.0,0.0,0.0,5683.0,0.0,0.0,0.0,0.0,0.0
20160606,SYRK1,0.0,0.0,0.0,0.0,1258.0,0.0,0.0,0.0,0.0,0.0
20160606,KENK1,0.0,0.0,0.0,0.0,783.0,0.0,0.0,0.0,0.0,0.0
20160606,FRGO2,0.0,0.0,0.0,0.0,17634.0,0.0,0.0,0.0,0.0,0.0
