Date_YYYYMMDD,LOCAL_ID,SNODAS_SWE_Mean_m,SNODAS_SWE_Min_m,SNODAS_SWE_Max_m,SNODAS_SWE_StdDev_m,SNODAS_Pixels_Count,SNODAS_SnowCover_percent,SNODAS_SWE_Mean_in,SNODAS_SWE_Min_in,SNODAS_SWE_Max_in,SNODAS_SWE_StdDev_in
20150102,CDMC2,0.009,0.007,0.009,0.0005,1314.0,100.0,0.354,0.276,0.354,0.0197
20150102,ARCC2,0.008,0.0,0.009,0.0012,2369.0,99.5,0.315,0.0,0.354,0.0472
20150102,LXHC2,0.008,0.006,0.009,0.0009,3284.0,100.0,0.315,0.236,0.354,0.0354
20150102,FWRC2U,0.013,0.006,0.123,0.0076,2082.0,100.0,0.512,0.236,4.843,0.2992
20150102,BONC2U,0.021,0.006,0.111,0.0124,6084.0,100.0,0.827,0.236,4.37,0.4882
20150102,LAMC2U,0.006,0.004,0.012,0.0014,1617.0,100.0,0.236,0.157,0.472,0.0551
20150102,LARC2U,0.004,0.004,0.005,0.0002,924.0,100.0,0.157,0.157,0.197,0.0079
20150102,NPTC2U,0.006,0.004,0.018,0.0031,1227.0,100.0,0.236,0.157,0.709,0.122
20150102,FSEC2U,0.008,0.005,0.016,0.0019,296.0,100.0,0.315,0.197,0.63,0.0748
20150102,CSNC2U,0.042,0.019,0.06,0.01,71.0,100.0,1.654,0.748,2.362,0.3937
20150102,THTC2U,0.008,0.001,0.014,0.0033,1295.0,100.0,0.315,0.039,0.551,0.1299
20150102,SCVC2U,0.021,0.006,0.107,0.0174,933.0,100.0,0.827,0.236,4.213,0.685
20150102,PNNC2U,0.008,0.008,0.009,0.0005,85.0,100.0,0.315,0.315,0.354,0.0197
20150102,FHAC2U,0.007,0.005,0.013,0.0018,334.0,100.0,0.276,0.197,0.512,0.0709
20150102,PBAC2U,0.016,0.008,0.058,0.0117,829.0,100.0,0.63,0.315,2.283,0.4606
20150102,CBVC2,0.082,0.024,0.169,0.0471,137.0,100.0,3.228,0.945,6.654,1.8543
20150102,ABVC2,0.062,0.005,0.172,0.0411,622.0,100.0,2.441,0.197,6.772,1.6181
20150102,CLVC2L,0.045,0.025,0.122,0.0175,178.0,100.0,1.772,0.984,4.803,0.689
20150102,GCWC2,0.043,0.007,0.158,0.0295,1470.0,100.0,1.693,0.276,6.22,1.1614
20150102,BCHC2,0.029,0.011,0.079,0.0087,886.0,100.0,1.142,0.433,3.11,0.3425
20150102,PGWC2L,0.023,0.008,0.145,0.0192,1283.0,100.0,0.906,0.315,5.709,0.7559
20150102,PGWC2U,0.086,0.038,0.149,0.0304,136.0,100.0,3.386,1.496,5.866,1.1969
20150102,CLRC2,0.061,0.041,0.082,0.0152,6.0,100.0,2.402,1.614,3.228,0.5984
20150102,CHKC2,0.11,0.032,0.176,0.0384,370.0,100.0,4.331,1.26,6.929,1.5118
20150102,AERK1N,0.01,0.007,0.013,0.0013,6947.0,100.0,0.394,0.276,0.512,0.0512
20150102,NMIC2,0.006,0.004,0.012,0.001,4206.0,100.0,0.236,0.157,0.472,0.0394
20150102,THTC2L,0.01,0.005,0.014,0.002,3861.0,100.0,0.394,0.197,0.551,0.0787
20150102,DWSC2,0.02,0.013,0.03,0.0042,62.0,100.0,0.787,0.512,1.181,0.1654
20150102,HMCC2,0.16,0.066,0.23,0.0511,113.0,100.0,6.299,2.598,9.055,2.0118
20150102,TDDC2,0.009,0.004,0.015,0.0019,702.0,100.0,0.354,0.157,0.591,0.0748
20150102,PTRC2,0.006,0.002,0.011,0.0029,380.0,100.0,0.236,0.079,0.433,0.1142
20150102,FNEC2,0.022,0.006,0.053,0.0126,1236.0,100.0,0.866,0.236,2.087,0.4961
20150102,PDLC2,0.032,0.009,0.16,0.0249,3579.0,100.0,1.26,0.354,6.299,0.9803
20150102,CCAC2,0.133,0.04,0.199,0.0422,303.0,100.0,5.236,1.575,7.835,1.6614
20150102,CBAC2,0.125,0.036,0.185,0.0355,317.0,100.0,4.921,1.417,7.283,1.3976
20150102,HMZC2L,0.037,0.022,0.071,0.0102,208.0,100.0,1.457,0.866,2.795,0.4016
20150102,FCAC2,0.016,0.01,0.049,0.0054,1900.0,100.0,0.63,0.394,1.929,0.2126
20150102,PRTC2,0.016,0.008,0.064,0.0097,1906.0,100.0,0.63,0.315,2.52,0.3819
20150102,PNNC2L,0.007,0.005,0.009,0.0009,699.0,100.0,0.276,0.197,0.354,0.0354
20150102,PBAC2L,0.009,0.0,0.012,0.0009,2071.0,99.7,0.354,0.0,0.472,0.0354
20150102,PDAC2,0.009,0.008,0.009,0.0005,11.0,100.0,0.354,0.315,0.354,0.0197
20150102,FCHC2,0.008,0.007,0.009,0.0004,354.0,100.0,0.315,0.276,0.354,0.0157
20150102,HMZC2U,0.058,0.023,0.091,0.0139,136.0,100.0,2.283,0.906,3.583,0.5472
20150102,SALC2,0.031,0.012,0.152,0.0239,529.0,100.0,1.22,0.472,5.984,0.9409
20150102,ARNC2,0.029,0.005,0.154,0.0264,968.0,100.0,1.142,0.197,6.063,1.0394
20150102,WSVC2,0.077,0.017,0.273,0.0574,1150.0,100.0,3.031,0.669,10.748,2.2598
20150102,CSNC2L,0.032,0.011,0.059,0.0098,428.0,100.0,1.26,0.433,2.323,0.3858
20150102,KENO2,0.007,0.003,0.01,0.0012,4877.0,100.0,0.276,0.118,0.394,0.0472
20150102,FWRC2L,0.008,0.007,0.011,0.0007,2551.0,100.0,0.315,0.276,0.433,0.0276
20150102,TBTC2,0.007,0.005,0.008,0.0009,2041.0,100.0,0.276,0.197,0.315,0.0354
20150102,PGMC2,0.011,0.007,0.017,0.0021,807.0,100.0,0.433,0.276,0.669,0.0827
20150102,CNCC2,0.019,0.008,0.049,0.0089,1097.0,100.0,0.748,0.315,1.929,0.3504
20150102,FHAC2L,0.008,0.006,0.01,0.0011,432.0,100.0,0.315,0.236,0.394,0.0433
20150102,LARC2L,0.007,0.0,0.011,0.0015,9166.0,100.0,0.276,0.0,0.433,0.0591
20150102,LAPC2,0.006,0.004,0.01,0.0007,2511.0,100.0,0.236,0.157,0.394,0.0276
20150102,SCVC2L,0.008,0.0,0.009,0.0006,1274.0,99.8,0.315,0.0,0.354,0.0236
20150102,CLVC2U,0.1,0.035,0.145,0.0273,64.0,100.0,3.937,1.378,5.709,1.0748
20150102,NPTC2L,0.007,0.004,0.009,0.0016,4176.0,100.0,0.276,0.157,0.354,0.063
20150102,ADLC2,0.008,0.007,0.01,0.0006,879.0,100.0,0.315,0.276,0.394,0.0236
20150102,BONC2L,0.008,0.006,0.009,0.0007,1616.0,100.0,0.315,0.236,0.354,0.0276
20150102,LAMC2L,0.008,0.004,0.011,0.0019,12808.0,100.0,0.315,0.157,0.433,0.0748
20150102,EHTK1,0.005,0.003,0.006,0.0007,7589.0,100.0,0.197,0.118,0.236,0.0276
20150102,COOK1,0.009,0.007,0.01,0.0007,6316.0,100.0,0.354,0.276,0.394,0.0276
20150102,FSEC2L,0.008,0.007,0.011,0.0009,204.0,100.0,0.315,0.276,0.433,0.0354
20150102,DRFK1,0.007,0.0,0.01,0.0009,10838.0,100.0,0.276,0.0,0.394,0.0354
20150102,JMCC2,0.008,0.0,0.009,0.0008,3188.0,99.6,0.315,0.0,0.354,0.0315
20150102,LMAC2,0.009,0.0,0.011,0.0007,5683.0,99.8,0.354,0.0,0.433,0.0276
20150102,SYRK1,0.008,0.007,0.009,0.0005,1258.0,100.0,0.315,0.276,0.354,0.0197
20150102,KENK1,0.008,0.007,0.008,0.0005,783.0,100.0,0.315,0.276,0.315,0.0197
20150102,FRGO2,0.004,0.001,0.006,0.0014,17634.0,100.0,0.157,0.039,0.236,0.0551
20150102,TQLC2,0.19,0.0,0.263,0.0494,125.0,96.8,7.48,0.0,10.354,1.9449
20150102,LEDC2,0.156,0.06,0.248,0.0456,449.0,100.0,6.142,2.362,9.764,1.7953
20150102,TINC2,0.155,0.057,0.222,0.0488,318.0,100.0,6.102,2.244,8.74,1.9213
20150102,ABEC2,0.135,0.057,0.227,0.0457,366.0,100.0,5.315,2.244,8.937,1.7992
20150102,TLRC2,0.108,0.0,0.192,0.0497,135.0,94.8,4.252,0.0,7.559,1.9567
20150102,ARGC2,0.094,0.025,0.199,0.0346,403.0,100.0,3.701,0.984,7.835,1.3622
20150102,BTNFDRLO,0.028,0.021,0.036,0.0032,89.0,100.0,1.102,0.827,1.417,0.126
20150102,BTNFDRM,0.048,0.015,0.202,0.0377,196.0,100.0,1.89,0.591,7.953,1.4843
20150102,BTNFDRUP,0.154,0.075,0.202,0.0289,84.0,100.0,6.063,2.953,7.953,1.1378
20150102,BTCANYLO,0.029,0.02,0.042,0.0031,249.0,100.0,1.142,0.787,1.654,0.122
20150102,BTCANYUP,0.04,0.016,0.145,0.0258,118.0,100.0,1.575,0.63,5.709,1.0157
20150102,BTABESLO,0.044,0.03,0.056,0.0069,33.0,100.0,1.732,1.181,2.205,0.2717
20150102,BTABESM,0.121,0.035,0.228,0.0552,278.0,100.0,4.764,1.378,8.976,2.1732
20150102,BTABESUP,0.17,0.061,0.232,0.0413,289.0,100.0,6.693,2.402,9.134,1.626
20150102,TCFC2H_F,0.225,0.06,0.31,0.0563,387.0,100.0,8.858,2.362,12.205,2.2165
20150102,SKEC2H_F,0.169,0.055,0.256,0.0518,253.0,100.0,6.654,2.165,10.079,2.0394
20150102,BSWC2L_F,0.162,0.058,0.289,0.0417,341.0,100.0,6.378,2.283,11.378,1.6417
20150102,NAVC2H_F,0.083,0.024,0.181,0.0396,431.0,100.0,3.268,0.945,7.126,1.5591
20150102,ENMC2H_F,0.196,0.0,0.412,0.0799,2054.0,99.8,7.717,0.0,16.22,3.1457
20150102,TRAC2H_F,0.145,0.057,0.212,0.0355,559.0,100.0,5.709,2.244,8.346,1.3976
20150102,TPIC2L_F,0.136,0.0,0.2,0.0331,542.0,99.1,5.354,0.0,7.874,1.3031
20150102,DRRC2H_F,0.168,0.053,0.248,0.0397,463.0,100.0,6.614,2.087,9.764,1.563
20150102,SJAC2H_F,0.204,0.05,0.295,0.051,265.0,100.0,8.031,1.969,11.614,2.0079
20150102,DIRC2L_F,0.141,0.0,0.279,0.0647,262.0,95.8,5.551,0.0,10.984,2.5472
20150102,WFLC2H_F,0.207,0.083,0.27,0.0359,392.0,100.0,8.15,3.268,10.63,1.4134
20150102,CRCC2H_F,0.102,0.053,0.229,0.036,1480.0,100.0,4.016,2.087,9.016,1.4173
20150102,FPTC2H_F,0.207,0.07,0.28,0.0465,586.0,100.0,8.15,2.756,11.024,1.8307
20150102,LPHC2H_F,0.067,0.012,0.212,0.0583,149.0,100.0,2.638,0.472,8.346,2.2953
20150102,APNC2H_F,0.194,0.062,0.277,0.0466,465.0,100.0,7.638,2.441,10.906,1.8346
20150102,LEMC2H_F,0.087,0.009,0.173,0.05,298.0,100.0,3.425,0.354,6.811,1.9685
