Date_YYYYMMDD,LOCAL_ID,SNODAS_SWE_Mean_m,SNODAS_SWE_Min_m,SNODAS_SWE_Max_m,SNODAS_SWE_StdDev_m,SNODAS_Pixels_Count,SNODAS_SnowCover_percent,SNODAS_SWE_Mean_in,SNODAS_SWE_Min_in,SNODAS_SWE_Max_in,SNODAS_SWE_StdDev_in
20100102,CDMC2,0.001,0.0,0.009,0.002,1314.0,29.5,0.039,0.0,0.354,0.0787
20100102,ARCC2,0.004,0.0,0.012,0.0028,2349.0,76.4,0.157,0.0,0.472,0.1102
20100102,LXHC2,0.0,0.0,0.005,0.0003,3284.0,7.1,0.0,0.0,0.197,0.0118
20100102,FWRC2U,0.002,0.0,0.098,0.0095,2082.0,16.6,0.079,0.0,3.858,0.374
20100102,BONC2U,0.005,0.0,0.146,0.0153,6084.0,20.2,0.197,0.0,5.748,0.6024
20100102,LAMC2U,0.017,0.005,0.028,0.004,1617.0,100.0,0.669,0.197,1.102,0.1575
20100102,LARC2U,0.011,0.0,0.024,0.0049,924.0,99.7,0.433,0.0,0.945,0.1929
20100102,NPTC2U,0.009,0.0,0.017,0.0032,1227.0,99.9,0.354,0.0,0.669,0.126
20100102,FSEC2U,0.003,0.0,0.009,0.0019,296.0,92.2,0.118,0.0,0.354,0.0748
20100102,CSNC2U,0.036,0.0,0.081,0.0236,71.0,93.0,1.417,0.0,3.189,0.9291
20100102,THTC2U,0.001,0.0,0.011,0.0022,1294.0,32.1,0.039,0.0,0.433,0.0866
20100102,SCVC2U,0.02,0.0,0.13,0.0298,933.0,88.2,0.787,0.0,5.118,1.1732
20100102,PNNC2U,0.004,0.0,0.01,0.0017,85.0,98.8,0.157,0.0,0.394,0.0669
20100102,FHAC2U,0.007,0.0,0.028,0.0051,334.0,97.9,0.276,0.0,1.102,0.2008
20100102,PBAC2U,0.013,0.0,0.098,0.0146,829.0,79.1,0.512,0.0,3.858,0.5748
20100102,CBVC2,0.044,0.0,0.132,0.0371,137.0,85.4,1.732,0.0,5.197,1.4606
20100102,ABVC2,0.04,0.0,0.131,0.0278,621.0,97.4,1.575,0.0,5.157,1.0945
20100102,CLVC2L,0.052,0.0,0.104,0.0256,178.0,94.9,2.047,0.0,4.094,1.0079
20100102,GCWC2,0.027,0.0,0.253,0.0496,1470.0,70.2,1.063,0.0,9.961,1.9528
20100102,BCHC2,0.009,0.0,0.1,0.0127,886.0,64.9,0.354,0.0,3.937,0.5
20100102,PGWC2L,0.02,0.0,0.121,0.0295,1283.0,49.9,0.787,0.0,4.764,1.1614
20100102,PGWC2U,0.091,0.037,0.132,0.019,136.0,100.0,3.583,1.457,5.197,0.748
20100102,CLRC2,0.035,0.027,0.04,0.0048,4.0,100.0,1.378,1.063,1.575,0.189
20100102,CHKC2,0.083,0.0,0.193,0.0527,370.0,95.1,3.268,0.0,7.598,2.0748
20100102,AERK1N,0.003,0.0,0.011,0.0028,6947.0,65.2,0.118,0.0,0.433,0.1102
20100102,NMIC2,0.0,0.0,0.004,0.0007,4206.0,15.9,0.0,0.0,0.157,0.0276
20100102,THTC2L,0.0,0.0,0.002,0.0001,3861.0,0.3,0.0,0.0,0.079,0.0039
20100102,DWSC2,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0
20100102,HMCC2,0.083,0.041,0.14,0.0261,113.0,100.0,3.268,1.614,5.512,1.0276
20100102,TDDC2,0.001,0.0,0.006,0.0014,702.0,34.0,0.039,0.0,0.236,0.0551
20100102,PTRC2,0.003,0.0,0.012,0.0027,380.0,63.9,0.118,0.0,0.472,0.1063
20100102,FNEC2,0.006,0.0,0.067,0.0068,1236.0,93.7,0.236,0.0,2.638,0.2677
20100102,PDLC2,0.011,0.0,0.193,0.0312,3579.0,29.7,0.433,0.0,7.598,1.2283
20100102,CCAC2,0.068,0.021,0.139,0.0227,302.0,100.0,2.677,0.827,5.472,0.8937
20100102,CBAC2,0.084,0.0,0.182,0.0454,317.0,98.1,3.307,0.0,7.165,1.7874
20100102,HMZC2L,0.025,0.0,0.126,0.0152,208.0,99.5,0.984,0.0,4.961,0.5984
20100102,FCAC2,0.005,0.0,0.038,0.0074,1900.0,54.1,0.197,0.0,1.496,0.2913
20100102,PRTC2,0.006,0.0,0.124,0.0116,1906.0,41.3,0.236,0.0,4.882,0.4567
20100102,PNNC2L,0.006,0.0,0.013,0.0033,699.0,95.3,0.236,0.0,0.512,0.1299
