Date_YYYYMMDD,LOCAL_ID,SNODAS_SWE_Mean_m,SNODAS_SWE_Min_m,SNODAS_SWE_Max_m,SNODAS_SWE_StdDev_m,SNODAS_Pixels_Count,SNODAS_SnowCover_percent,SNODAS_SWE_Mean_in,SNODAS_SWE_Min_in,SNODAS_SWE_Max_in,SNODAS_SWE_StdDev_in
20170121,CDMC2,0.01,0.0,0.021,0.0053,1314.0,94.5,0.394,0.0,0.827,0.2087
20170121,ARCC2,0.003,0.0,0.019,0.0043,2369.0,59.9,0.118,0.0,0.748,0.1693
20170121,LXHC2,0.011,0.0,0.027,0.0054,3284.0,87.4,0.433,0.0,1.063,0.2126
20170121,FWRC2U,0.002,0.0,0.196,0.0131,2082.0,12.6,0.079,0.0,7.717,0.5157
20170121,BONC2U,0.007,0.0,0.237,0.0201,6084.0,37.5,0.276,0.0,9.331,0.7913
20170121,LAMC2U,0.002,0.0,0.008,0.0015,1617.0,83.2,0.079,0.0,0.315,0.0591
20170121,LARC2U,0.001,0.0,0.006,0.0007,924.0,43.7,0.039,0.0,0.236,0.0276
20170121,NPTC2U,0.003,0.001,0.009,0.0014,1227.0,100.0,0.118,0.039,0.354,0.0551
20170121,FSEC2U,0.007,0.004,0.019,0.0034,296.0,100.0,0.276,0.157,0.748,0.1339
20170121,CSNC2U,0.076,0.032,0.126,0.0216,71.0,100.0,2.992,1.26,4.961,0.8504
20170121,THTC2U,0.005,0.0,0.027,0.0071,1295.0,46.7,0.197,0.0,1.063,0.2795
20170121,SCVC2U,0.005,0.0,0.064,0.0076,933.0,53.7,0.197,0.0,2.52,0.2992
20170121,PNNC2U,0.014,0.011,0.02,0.0016,85.0,100.0,0.551,0.433,0.787,0.063
20170121,FHAC2U,0.01,0.003,0.034,0.0081,334.0,100.0,0.394,0.118,1.339,0.3189
20170121,PBAC2U,0.031,0.0,0.115,0.0276,829.0,79.4,1.22,0.0,4.528,1.0866
20170121,CBVC2,0.102,0.029,0.188,0.0498,137.0,100.0,4.016,1.142,7.402,1.9606
20170121,ABVC2,0.074,0.001,0.208,0.0495,622.0,100.0,2.913,0.039,8.189,1.9488
20170121,CLVC2L,0.075,0.0,0.212,0.0679,178.0,99.4,2.953,0.0,8.346,2.6732
20170121,GCWC2,0.042,0.0,0.286,0.0713,1470.0,99.8,1.654,0.0,11.26,2.8071
20170121,BCHC2,0.014,0.0,0.071,0.0124,886.0,99.5,0.551,0.0,2.795,0.4882
20170121,PGWC2L,0.038,0.0,0.276,0.0656,1283.0,42.9,1.496,0.0,10.866,2.5827
20170121,PGWC2U,0.19,0.022,0.298,0.0817,136.0,100.0,7.48,0.866,11.732,3.2165
20170121,CLRC2,0.092,0.069,0.148,0.0273,6.0,100.0,3.622,2.717,5.827,1.0748
20170121,CHKC2,0.158,0.02,0.322,0.0811,370.0,100.0,6.22,0.787,12.677,3.1929
20170121,AERK1N,0.001,0.0,0.009,0.0007,6947.0,47.5,0.039,0.0,0.354,0.0276
20170121,NMIC2,0.019,0.0,0.035,0.0077,4206.0,96.2,0.748,0.0,1.378,0.3031
20170121,THTC2L,0.013,0.0,0.031,0.0086,3861.0,88.6,0.512,0.0,1.22,0.3386
20170121,DWSC2,0.003,0.0,0.008,0.0028,62.0,74.2,0.118,0.0,0.315,0.1102
20170121,HMCC2,0.218,0.041,0.342,0.091,113.0,100.0,8.583,1.614,13.465,3.5827
20170121,TDDC2,0.0,0.0,0.005,0.0006,702.0,5.3,0.0,0.0,0.197,0.0236
20170121,PTRC2,0.001,0.0,0.014,0.0018,380.0,18.4,0.039,0.0,0.551,0.0709
20170121,FNEC2,0.015,0.004,0.081,0.0092,1236.0,100.0,0.591,0.157,3.189,0.3622
20170121,PDLC2,0.021,0.0,0.251,0.0379,3579.0,84.5,0.827,0.0,9.882,1.4921
20170121,CCAC2,0.166,0.033,0.311,0.0803,303.0,100.0,6.535,1.299,12.244,3.1614
20170121,CBAC2,0.152,0.02,0.267,0.0553,317.0,100.0,5.984,0.787,10.512,2.1772
20170121,HMZC2L,0.078,0.025,0.186,0.0359,208.0,100.0,3.071,0.984,7.323,1.4134
20170121,FCAC2,0.017,0.0,0.094,0.014,1900.0,94.0,0.669,0.0,3.701,0.5512
20170121,PRTC2,0.003,0.0,0.034,0.0064,1906.0,40.1,0.118,0.0,1.339,0.252
20170121,PNNC2L,0.008,0.003,0.013,0.0025,699.0,100.0,0.315,0.118,0.512,0.0984
20170121,PBAC2L,0.003,0.0,0.015,0.0046,2071.0,33.0,0.118,0.0,0.591,0.1811
20170121,PDAC2,0.0,0.0,0.001,0.0004,11.0,18.2,0.0,0.0,0.039,0.0157
20170121,FCHC2,0.005,0.001,0.01,0.0023,354.0,100.0,0.197,0.039,0.394,0.0906
20170121,HMZC2U,0.163,0.045,0.235,0.048,136.0,100.0,6.417,1.772,9.252,1.8898
20170121,SALC2,0.028,0.0,0.181,0.0393,529.0,82.4,1.102,0.0,7.126,1.5472
20170121,ARNC2,0.025,0.0,0.19,0.0354,968.0,93.7,0.984,0.0,7.48,1.3937
20170121,WSVC2,0.134,0.0,0.404,0.1036,1150.0,94.9,5.276,0.0,15.906,4.0787
20170121,CSNC2L,0.031,0.011,0.105,0.0114,428.0,100.0,1.22,0.433,4.134,0.4488
20170121,KENO2,0.004,0.0,0.026,0.0065,4877.0,37.6,0.157,0.0,1.024,0.2559
20170121,FWRC2L,0.006,0.0,0.018,0.0055,2551.0,62.6,0.236,0.0,0.709,0.2165
20170121,TBTC2,0.004,0.0,0.02,0.0055,2041.0,45.7,0.157,0.0,0.787,0.2165
20170121,PGMC2,0.0,0.0,0.0,0.0,807.0,0.0,0.0,0.0,0.0,0.0
20170121,CNCC2,0.001,0.0,0.01,0.002,1097.0,24.0,0.039,0.0,0.394,0.0787
20170121,FHAC2L,0.009,0.004,0.015,0.0028,432.0,100.0,0.354,0.157,0.591,0.1102
20170121,LARC2L,0.002,0.0,0.023,0.0046,9166.0,25.7,0.079,0.0,0.906,0.1811
20170121,LAPC2,0.014,0.0,0.026,0.005,2511.0,97.9,0.551,0.0,1.024,0.1969
20170121,SCVC2L,0.0,0.0,0.005,0.0004,1274.0,2.7,0.0,0.0,0.197,0.0157
20170121,CLVC2U,0.217,0.15,0.272,0.0268,64.0,100.0,8.543,5.906,10.709,1.0551
20170121,NPTC2L,0.004,0.0,0.018,0.0036,4176.0,96.5,0.157,0.0,0.709,0.1417
20170121,ADLC2,0.002,0.0,0.01,0.0027,879.0,62.7,0.079,0.0,0.394,0.1063
20170121,BONC2L,0.005,0.0,0.02,0.0051,1616.0,69.5,0.197,0.0,0.787,0.2008
